chr,start,end,strand,pvalue,qvalue,meth.diff
Chr5,22126486,22126586,*,0.00235657272956754,0.911788734741697,0.0774693510881205
Chr2,21710400,21710500,*,0.00235782624739813,0.911788734741697,-0.150205258234257
Chr2,8805023,8805123,*,0.00236047342205315,0.911788734741697,0.155240452026627
Chr1,10445649,10445749,*,0.00237360946021416,0.911788734741697,0.0868120384091154
Chr4,14584185,14584285,*,0.00238825259628711,0.911788734741697,0.309834135933884
Chr1,19175798,19175898,*,0.00239727432255353,0.911788734741697,0.0843304925570933
Chr2,20199245,20199345,*,0.00240194036293418,0.911788734741697,-0.0882699132740012
Chr2,29445938,29446038,*,0.0024021193082261,0.911788734741697,0.188789302985527
Chr1,12179838,12179938,*,0.00240421866371017,0.911788734741697,0.319796203405406
Chr5,888459,888559,*,0.00240424730625551,0.911788734741697,0.0818444123963433
Chr3,10211559,10211659,*,0.00242070867595667,0.911788734741697,-0.153614263575013
Chr3,14459863,14459963,*,0.00242432132272567,0.911788734741697,0.145538047968546
Chr2,15519430,15519530,*,0.00242717693623948,0.911788734741697,-0.080906408127257
Chr4,20676647,20676747,*,0.00242871640007973,0.911788734741697,-0.198559466528865
Chr5,20514412,20514512,*,0.0024341618180042,0.911788734741697,0.134690824435798
Chr2,9921032,9921132,*,0.0024433446821859,0.911788734741697,-0.127092044761176
Chr1,12904253,12904353,*,0.00245438201473217,0.911788734741697,0.198212330707452
Chr1,28579192,28579292,*,0.00246635120239058,0.911788734741697,-0.163096479098852
Chr3,20795338,20795438,*,0.00247057059958858,0.911788734741697,-0.182035034994624
Chr4,12845265,12845365,*,0.00247209312595274,0.911788734741697,-0.174335550814526
Chr5,26910085,26910185,*,0.00247849733270464,0.911788734741697,0.144084413363797
Chr5,5516422,5516522,*,0.00248944082324074,0.911788734741697,0.145191212725224
Chr5,12631106,12631206,*,0.00249395795848467,0.911788734741697,0.216377675219584
Chr5,23687498,23687598,*,0.00249636318138343,0.911788734741697,0.581891215312618
Chr3,12610232,12610332,*,0.00249807069757098,0.911788734741697,0.139561746066964
Chr3,4006754,4006854,*,0.00249934398071499,0.911788734741697,0.12716102535801
Chr1,586728,586828,*,0.0025029032018715,0.911788734741697,-0.1379180302564
Chr5,29215778,29215878,*,0.00250361603689583,0.911788734741697,0.114748370490056
Chr2,25081993,25082093,*,0.00250476991326103,0.911788734741697,-0.10263762888184
Chr1,13859028,13859128,*,0.00251172540176726,0.911788734741697,0.185135292433316
Chr3,29196790,29196890,*,0.00251451142122234,0.911788734741697,-0.0723378780483294
Chr1,27123962,27124062,*,0.00251748624991526,0.911788734741697,-0.10987883250463
Chr4,29073136,29073236,*,0.00252048014747446,0.911788734741697,-0.150547133043322
Chr2,28570386,28570486,*,0.00252452523857553,0.911788734741697,-0.389119421612748
Chr3,29378450,29378550,*,0.00252543780989191,0.911788734741697,0.366073989087794
Chr1,23978372,23978472,*,0.00252664885076808,0.911788734741697,-0.380577367280011
Chr5,23607407,23607507,*,0.00253619924199939,0.911788734741697,0.211319410142541
Chr1,687868,687968,*,0.00254033229543875,0.911788734741697,-0.142560956673614
Chr5,8942633,8942733,*,0.00254405210645623,0.911788734741697,0.0806791313672241
Chr1,18860522,18860622,*,0.00255737736758281,0.911788734741697,0.105498795560245
Chr5,4875614,4875714,*,0.00255951542790073,0.911788734741697,0.104801928813308
Chr4,10973102,10973202,*,0.00257278781272935,0.911788734741697,0.231037904866331
Chr5,18310370,18310470,*,0.00257726382650287,0.911788734741697,0.124186109159002
Chr3,19000482,19000582,*,0.00258296876051877,0.911788734741697,0.199801400063639
Chr1,28565627,28565727,*,0.0025863733717086,0.911788734741697,-0.194576946334498
Chr2,17291637,17291737,*,0.00258640077185354,0.911788734741697,0.0682211272860334
Chr5,4747600,4747700,*,0.00258866900154922,0.911788734741697,-0.14658503706216
Chr5,14219647,14219747,*,0.00259116706627274,0.911788734741697,0.334764298784416
Chr4,5961417,5961517,*,0.00259898403221907,0.911788734741697,-0.135359695756704
Chr4,19878046,19878146,*,0.00260967586762539,0.911788734741697,-0.0587252328629348
Chr2,5265111,5265211,*,0.00261293651186651,0.911788734741697,0.228076046792889
Chr2,7194848,7194948,*,0.00261716642374709,0.911788734741697,-0.0810593322653177
Chr5,26827426,26827526,*,0.00261870045672359,0.911788734741697,-0.125179282685171
Chr3,14620586,14620686,*,0.00263337387213514,0.911788734741697,0.09480151975928
Chr3,20680243,20680343,*,0.00264063286626045,0.911788734741697,0.191643942243956
Chr1,1350258,1350358,*,0.00264880729215912,0.911788734741697,0.121787521662539
Chr1,16707087,16707187,*,0.00264949306318064,0.911788734741697,-0.0812158268349922
Chr4,28349245,28349345,*,0.00265716229972139,0.911788734741697,-0.158813759931865
Chr3,7017101,7017201,*,0.0026607289507977,0.911788734741697,-0.35193427283856
Chr1,14597153,14597253,*,0.00266335837697246,0.911788734741697,0.0578978386715109
Chr5,12870168,12870268,*,0.00266489268355968,0.911788734741697,0.0849774832195845
Chr1,1022777,1022877,*,0.00266826703750005,0.911788734741697,0.534780900694571
Chr2,19331177,19331277,*,0.00268124717638178,0.911788734741697,0.099264518264936
Chr1,20724292,20724392,*,0.00270021722234417,0.911788734741697,0.216608990933238
Chr3,28975235,28975335,*,0.00270266913450263,0.911788734741697,-0.177584179423869
Chr3,26752436,26752536,*,0.00270511136796228,0.911788734741697,-0.121258588856857
Chr2,24672243,24672343,*,0.00270515303275204,0.911788734741697,0.143988209746508
Chr4,25267723,25267823,*,0.00270650070189241,0.911788734741697,-0.0749806092055814
Chr4,7839454,7839554,*,0.00271720161666342,0.911788734741697,0.186904385245927
Chr2,3708939,3709039,*,0.002721100414797,0.911788734741697,-0.342687270957012
Chr1,20722639,20722739,*,0.00272177982362783,0.911788734741697,0.173413962063108
Chr3,2912732,2912832,*,0.0027262146287936,0.911788734741697,-0.0764765884545337
Chr4,17406460,17406560,*,0.0027301409870202,0.911788734741697,0.223057883304492
Chr4,12179511,12179611,*,0.00273038385819381,0.911788734741697,-0.113779429060941
Chr4,13431479,13431579,*,0.00273266819932738,0.911788734741697,0.0752976001507547
Chr2,12137026,12137126,*,0.00273385097761229,0.911788734741697,-0.398144135946287
Chr2,4382934,4383034,*,0.00273527231751672,0.911788734741697,-0.274746565599489
Chr1,6220114,6220214,*,0.00274028223256487,0.911788734741697,0.0831807048816393
Chr3,29716437,29716537,*,0.00274768441295392,0.911788734741697,-0.0585728026387639
Chr4,16729608,16729708,*,0.00275471881781979,0.911788734741697,-0.263783377100414
Chr5,6108956,6109056,*,0.0027582923638498,0.911788734741697,-0.126857018721831
Chr2,20999868,20999968,*,0.00276104313108659,0.911788734741697,-0.374084343411039
Chr4,15869455,15869555,*,0.00276245591728777,0.911788734741697,0.136506155355579
Chr2,29364481,29364581,*,0.00276692152125042,0.911788734741697,0.0842493547172659
Chr3,6125813,6125913,*,0.00277371576337537,0.911788734741697,0.168205726153224
Chr1,22923891,22923991,*,0.00278640025979254,0.911788734741697,0.14670295917237
Chr2,20947057,20947157,*,0.0027870870483652,0.911788734741697,0.134257407632465
Chr3,17770538,17770638,*,0.00279578313009216,0.911788734741697,-0.177390864631989
Chr5,12890038,12890138,*,0.0027977868810626,0.911788734741697,0.13705918457611
Chr5,10585658,10585758,*,0.0028035397947888,0.911788734741697,-0.239661834859315
Chr4,13996301,13996401,*,0.00281338856501785,0.911788734741697,0.0924282992399701
Chr5,14203799,14203899,*,0.00283472846724206,0.911788734741697,-0.0942008973612588
Chr1,12105361,12105461,*,0.0028384287583671,0.911788734741697,0.223329710641107
Chr1,20372213,20372313,*,0.00283851361633671,0.911788734741697,0.0867249234715729
Chr5,26167065,26167165,*,0.00284408125120839,0.911788734741697,-0.193776086482018
Chr2,18242985,18243085,*,0.00284892368038979,0.911788734741697,-0.17780666858489
Chr5,8123727,8123827,*,0.00285887416093435,0.911788734741697,0.330542942452812
Chr5,17295615,17295715,*,0.00286433733838469,0.911788734741697,0.0714945167315993
Chr3,26139482,26139582,*,0.00286621589721544,0.911788734741697,-0.127553258658358
Chr1,6112783,6112883,*,0.00286691911472841,0.911788734741697,0.0937583572425207
Chr3,23097065,23097165,*,0.002880025106732,0.911788734741697,0.0850825848450612
Chr5,29753925,29754025,*,0.00291857130938776,0.911788734741697,-0.0904268090366905
Chr2,2796903,2797003,*,0.00292320518055042,0.911788734741697,-0.0983296324740279
Chr4,3164816,3164916,*,0.00292605000506218,0.911788734741697,0.131656577315257
Chr3,25667807,25667907,*,0.00293084891569527,0.911788734741697,-0.0897094456709577
Chr4,2918144,2918244,*,0.00294042358108559,0.911788734741697,0.147394196411166
Chr3,4056267,4056367,*,0.00294381271014623,0.911788734741697,0.0741240059733683
Chr3,8623024,8623124,*,0.00294733281528217,0.911788734741697,0.140428485307169
Chr3,21745965,21746065,*,0.00296063478364644,0.911788734741697,-0.194703020168167
Chr3,20800964,20801064,*,0.00296875436740849,0.911788734741697,-0.0975933678638449
Chr3,9868289,9868389,*,0.00298093694158407,0.911788734741697,0.109779061047195
Chr1,16801821,16801921,*,0.00298799069107491,0.911788734741697,-0.161785145031274
Chr2,1704853,1704953,*,0.00299646670593462,0.911788734741697,0.193209756333562
Chr4,17230393,17230493,*,0.0029990833057667,0.911788734741697,0.30437457186879
Chr2,27565901,27566001,*,0.00299958251343615,0.911788734741697,-0.330273496155864
Chr2,28564230,28564330,*,0.00301291099962016,0.911788734741697,-0.149751376636336
Chr4,7988677,7988777,*,0.00301480572977507,0.911788734741697,-0.290725530287681
Chr4,3636814,3636914,*,0.00301552099438429,0.911788734741697,-0.210464132439183
Chr2,17400863,17400963,*,0.00301814800073618,0.911788734741697,-0.434206957251547
Chr2,3849751,3849851,*,0.0030196355631644,0.911788734741697,0.0889579840676786
Chr1,15952861,15952961,*,0.00303858464955726,0.911788734741697,0.102069967417396
Chr4,11165122,11165222,*,0.00304222148387916,0.911788734741697,-0.0862257574431704
Chr4,7542408,7542508,*,0.00304733551890752,0.911788734741697,-0.0904742182652706
Chr5,2437317,2437417,*,0.00304920944003854,0.911788734741697,-0.104857476104036
Chr3,22767300,22767400,*,0.00305781536621719,0.911788734741697,0.0771141473477432
Chr5,10495986,10496086,*,0.00305974656300142,0.911788734741697,0.205193249019222
Chr5,22551566,22551666,*,0.00306097953778608,0.911788734741697,-0.155421924788595
Chr4,6157295,6157395,*,0.00307260079307597,0.911788734741697,0.125584539288451
Chr4,11440297,11440397,*,0.00309056769530027,0.911788734741697,0.101547684248682
Chr5,7155644,7155744,*,0.00309841807687696,0.911788734741697,-0.100363463899308
Chr4,881566,881666,*,0.00310054975352284,0.911788734741697,0.210413163641297
Chr3,1037911,1038011,*,0.00310332363973243,0.911788734741697,0.095216569075435
Chr1,14294642,14294742,*,0.00310424341884008,0.911788734741697,-0.079620759789583
Chr3,12916858,12916958,*,0.00310775603034268,0.911788734741697,-0.108214425082199
Chr3,6044324,6044424,*,0.00310948233527079,0.911788734741697,0.113186644380903
Chr4,24316863,24316963,*,0.0031197988664251,0.911788734741697,0.0872370966701066
Chr1,14209813,14209913,*,0.00312419179749286,0.911788734741697,0.064407696110935
Chr5,8339383,8339483,*,0.00312811406350737,0.911788734741697,0.161730991334395
Chr1,15147196,15147296,*,0.00313535140836056,0.911788734741697,-0.0584693182864607
Chr4,24513619,24513719,*,0.00313657377444063,0.911788734741697,-0.150594151711205
Chr5,23673666,23673766,*,0.00313868929023813,0.911788734741697,0.250758669997526
Chr5,24544527,24544627,*,0.00314098607488691,0.911788734741697,-0.107856636363531
Chr5,21352981,21353081,*,0.00314897541307634,0.911788734741697,-0.149958614164371
Chr4,24164412,24164512,*,0.00314971486888738,0.911788734741697,-0.14347669790781
Chr2,25866863,25866963,*,0.00315724136459325,0.911788734741697,-0.0749697635828517
Chr3,10353772,10353872,*,0.00315925326721884,0.911788734741697,-0.138741531213389
Chr2,4142963,4143063,*,0.00316040104267523,0.911788734741697,0.0618260057135351
Chr3,8664862,8664962,*,0.00316796028890862,0.911788734741697,0.116908186331167
Chr3,12719649,12719749,*,0.00317474484229617,0.911788734741697,0.0607105824140929
Chr2,14466532,14466632,*,0.00317556372850972,0.911788734741697,0.181863191732939
Chr5,23477015,23477115,*,0.00319273603970949,0.911788734741697,0.173068311147746
Chr1,12599560,12599660,*,0.0031949593316654,0.911788734741697,0.479653619159433
Chr3,22989963,22990063,*,0.00319623605612477,0.911788734741697,0.110719164437769
Chr3,11086653,11086753,*,0.00319736239548202,0.911788734741697,-0.186239656389719
Chr3,13832208,13832308,*,0.0032052889475428,0.911788734741697,0.111585004097361
Chr4,7005968,7006068,*,0.00321789276597271,0.911788734741697,0.150252285891103
Chr2,11799795,11799895,*,0.00322699340371184,0.911788734741697,-0.0663706629534695
Chr4,9989644,9989744,*,0.00323273670464573,0.911788734741697,-0.245628970564296
Chr4,3635584,3635684,*,0.00323581261431606,0.911788734741697,0.220012949741781
Chr5,9564456,9564556,*,0.00324534488556599,0.911788734741697,0.129402672801221
Chr3,18407782,18407882,*,0.00324645225138189,0.911788734741697,-0.243014221756217
Chr5,2149008,2149108,*,0.00324693642258362,0.911788734741697,0.134988892021765
Chr4,14981405,14981505,*,0.00325284135810019,0.911788734741697,-0.0754569411355465
Chr2,20967677,20967777,*,0.0032615786533761,0.911788734741697,0.0707734280209036
Chr5,17768879,17768979,*,0.00326345246733366,0.911788734741697,0.0799118174449266
Chr3,6679682,6679782,*,0.00326555291203791,0.911788734741697,0.165526815438336
Chr1,6973394,6973494,*,0.00326901048438402,0.911788734741697,-0.379749355415226
Chr1,15321371,15321471,*,0.0032723067875342,0.911788734741697,0.105321846204124
Chr5,17840778,17840878,*,0.00328168879307299,0.911788734741697,-0.094960718631243
Chr3,8529162,8529262,*,0.00328650948231845,0.911788734741697,0.0805412297424978
Chr5,18330547,18330647,*,0.00328701448721098,0.911788734741697,0.107135462332484
Chr1,24401137,24401237,*,0.0032903254832211,0.911788734741697,-0.179820985631988
Chr4,24289561,24289661,*,0.00330332776827715,0.911788734741697,-0.114498815666015
Chr3,19899636,19899736,*,0.0033049231310611,0.911788734741697,-0.132922532319564
Chr5,14198076,14198176,*,0.00331523916728737,0.911788734741697,0.148579300406825
Chr5,18109475,18109575,*,0.00332494748614744,0.911788734741697,0.103192274120933
Chr5,13912278,13912378,*,0.00332701946925564,0.911788734741697,-0.27985275913988
Chr5,13178522,13178622,*,0.00332870669269797,0.911788734741697,0.160715987838011
Chr1,27336724,27336824,*,0.00333234650945827,0.911788734741697,0.210306571840548
Chr1,12422767,12422867,*,0.00333510345932307,0.911788734741697,0.0727365961394288
Chr3,27220182,27220282,*,0.00333530045338965,0.911788734741697,-0.371182604161925
Chr2,1430353,1430453,*,0.00333615392010181,0.911788734741697,-0.17052858295674
Chr5,15968091,15968191,*,0.00333645221905008,0.911788734741697,0.502166996270954
Chr1,16167281,16167381,*,0.00333800186078702,0.911788734741697,-0.0705628469610235
Chr1,19660265,19660365,*,0.00334908491701184,0.911788734741697,0.0786257072374723
Chr3,29489905,29490005,*,0.00335296383862988,0.911788734741697,0.071368763772064
Chr3,2687020,2687120,*,0.00336275014231784,0.911788734741697,0.0727676509599986
Chr4,21020512,21020612,*,0.00336771735067925,0.911788734741697,0.112237544427078
Chr5,23746239,23746339,*,0.00338598686348678,0.911788734741697,0.348690979176422
Chr3,12374911,12375011,*,0.00338710774594487,0.911788734741697,-0.300462312442628
Chr2,12750372,12750472,*,0.00338913746190596,0.911788734741697,-0.0771608700612826
Chr2,16695064,16695164,*,0.00338918602328708,0.911788734741697,0.117228340353551
Chr1,8420825,8420925,*,0.00339823686582181,0.911788734741697,-0.15189643023726
Chr5,18016673,18016773,*,0.00341044212888336,0.911788734741697,0.152734285314782
Chr4,13524548,13524648,*,0.0034117031357237,0.911788734741697,0.0916259207293923
Chr5,13267208,13267308,*,0.00341452936506675,0.911788734741697,-0.0938743453100977
Chr2,9266951,9267051,*,0.00343689461457668,0.911788734741697,0.0794909313918936
Chr2,8499736,8499836,*,0.00344234834135235,0.911788734741697,0.161160240378484
Chr4,26374525,26374625,*,0.00344554073387591,0.911788734741697,-0.208814059219913
Chr3,22471186,22471286,*,0.00345119839866931,0.911788734741697,0.199649312237703
Chr1,26326480,26326580,*,0.00345559513543395,0.911788734741697,0.128829991523437
Chr2,2961246,2961346,*,0.00345974725167001,0.911788734741697,-0.0871638678354011
Chr2,19934825,19934925,*,0.003467560140754,0.911788734741697,0.146845523295777
Chr1,5873651,5873751,*,0.00347983393833965,0.911788734741697,0.150713656518674
Chr5,13575788,13575888,*,0.00348350898638625,0.911788734741697,0.097470434469791
Chr2,26124638,26124738,*,0.00349334124318644,0.911788734741697,-0.167224421604788
Chr5,26047451,26047551,*,0.00349548403578458,0.911788734741697,0.137850670837701
Chr2,4926824,4926924,*,0.0034956135530393,0.911788734741697,-0.351364056347849
Chr4,29056559,29056659,*,0.0034968603739376,0.911788734741697,0.133071457358638
Chr1,3223511,3223611,*,0.00349731567054834,0.911788734741697,-0.169726266714441
Chr2,2732358,2732458,*,0.00349895599399846,0.911788734741697,-0.063187893773619
Chr5,18988920,18989020,*,0.00350536173324737,0.911788734741697,0.187306397654314
Chr4,17128443,17128543,*,0.00350767418453893,0.911788734741697,-0.178170717663622
Chr5,8278544,8278644,*,0.00351898953095889,0.911788734741697,-0.167354865508255
Chr5,11104907,11105007,*,0.00352297853015598,0.911788734741697,-0.136656032662576
Chr5,9760645,9760745,*,0.00352878407270817,0.911788734741697,-0.188048778774015
Chr3,21973517,21973617,*,0.00352895513487193,0.911788734741697,-0.0980213644552648
Chr4,23447505,23447605,*,0.00352956435829876,0.911788734741697,-0.128997309762186
Chr1,22245923,22246023,*,0.00353261000742258,0.911788734741697,0.105182672315515
Chr2,4679260,4679360,*,0.00353880724236224,0.911788734741697,0.159226431875829
Chr1,24476477,24476577,*,0.00354360409155674,0.911788734741697,0.0647425237932545
Chr5,9619089,9619189,*,0.0035453944860849,0.911788734741697,-0.388460118751081
Chr4,26400994,26401094,*,0.00355089416589986,0.911788734741697,0.194612780335687
Chr4,898867,898967,*,0.00355194795589493,0.911788734741697,0.210748300483551
Chr5,17961553,17961653,*,0.00356214154925592,0.911788734741697,0.0733164782110233
Chr1,21746831,21746931,*,0.00356303104259979,0.911788734741697,0.143394554054338
Chr5,2201801,2201901,*,0.00357305973363407,0.911788734741697,0.0832266931165539
Chr5,7517528,7517628,*,0.00357606229769949,0.911788734741697,-0.320571123822107
Chr3,5862437,5862537,*,0.00359206210262806,0.911788734741697,0.160383169917119
Chr1,4077576,4077676,*,0.00359579096202784,0.911788734741697,0.0922494173772364
Chr4,29177358,29177458,*,0.00359703395693325,0.911788734741697,0.273763394484478
Chr5,21509916,21510016,*,0.00360335920704781,0.911788734741697,0.1275052382049
Chr2,17762638,17762738,*,0.0036060781636653,0.911788734741697,-0.392130665565281
Chr4,7513821,7513921,*,0.00361038347770489,0.911788734741697,0.22262483384159
Chr3,21263481,21263581,*,0.00361588346086677,0.911788734741697,-0.390702669644806
Chr1,5198493,5198593,*,0.00361919380417994,0.911788734741697,0.143267585160909
Chr1,11600779,11600879,*,0.00362117768596263,0.911788734741697,-0.320485120047714
Chr3,21232704,21232804,*,0.00362391634828865,0.911788734741697,0.239546176955276
Chr5,6911553,6911653,*,0.00362627055612045,0.911788734741697,0.19007727743269
Chr4,27281851,27281951,*,0.00362822004073804,0.911788734741697,-0.308602873400547
Chr4,7930101,7930201,*,0.00363417133257714,0.911788734741697,-0.100329336306361
Chr4,22835840,22835940,*,0.00363536515486084,0.911788734741697,-0.163484671768926
Chr3,27887580,27887680,*,0.0036388882495926,0.911788734741697,0.121748359744559
Chr3,27960954,27961054,*,0.00364113543440622,0.911788734741697,0.495327372504732
Chr2,12265633,12265733,*,0.00364876963045193,0.911788734741697,-0.0870039811496074
Chr5,18009511,18009611,*,0.0036524487857819,0.911788734741697,-0.357782528406021
Chr2,18346085,18346185,*,0.00365951896438943,0.911788734741697,0.156043698991148
Chr3,8969166,8969266,*,0.00366790575836775,0.911788734741697,-0.305016573249809
Chr1,7060105,7060205,*,0.00367191497088165,0.911788734741697,0.135084062391223
Chr2,4329620,4329720,*,0.00368488840124596,0.911788734741697,0.0859816680262337
Chr1,4146632,4146732,*,0.00368539026665658,0.911788734741697,0.145877235135794
Chr3,18055352,18055452,*,0.00369572239373695,0.911788734741697,-0.202332487269563
Chr2,18208210,18208310,*,0.00370784360131041,0.911788734741697,0.0771771021340602
Chr2,15265060,15265160,*,0.00372013284130371,0.911788734741697,-0.161322333657541
Chr2,9011478,9011578,*,0.00372199779159319,0.911788734741697,0.111974153896372
Chr3,28823017,28823117,*,0.00372875002630595,0.911788734741697,-0.500628837785046
Chr3,29403071,29403171,*,0.00374130206864458,0.911788734741697,-0.195480729709391
Chr5,22554729,22554829,*,0.00375169925352053,0.911788734741697,0.168959924029848
Chr4,15001663,15001763,*,0.00375564900304962,0.911788734741697,0.178993282126692
Chr3,29370050,29370150,*,0.0037580100524497,0.911788734741697,-0.267857824164537
Chr4,16951483,16951583,*,0.0037615053390912,0.911788734741697,-0.12195596222022
Chr4,25771601,25771701,*,0.00377074240385574,0.911788734741697,0.211221192818848
Chr1,4911415,4911515,*,0.00377201762505598,0.911788734741697,0.153840960716202
Chr5,16457259,16457359,*,0.00377430662740089,0.911788734741697,0.0706905196203807
Chr3,4195852,4195952,*,0.00377814439867554,0.911788734741697,-0.133024458448676
Chr3,326397,326497,*,0.00378018582923245,0.911788734741697,0.188641833791008
Chr5,12691735,12691835,*,0.00378053741450781,0.911788734741697,-0.46951512677651
Chr3,2938469,2938569,*,0.00378362890588883,0.911788734741697,0.163911862151937
Chr5,20952242,20952342,*,0.00378611084735242,0.911788734741697,-0.111802453312544
Chr4,14146959,14147059,*,0.00379748324730945,0.911788734741697,-0.141435737210194
Chr3,2311224,2311324,*,0.00379949603420355,0.911788734741697,0.33797870438132
Chr2,275740,275840,*,0.00379998979902128,0.911788734741697,0.157214687852726
Chr2,10640276,10640376,*,0.00380043064206746,0.911788734741697,0.0966131917690042
Chr3,4580072,4580172,*,0.00380669086293165,0.911788734741697,-0.0622521810353887
Chr3,16691660,16691760,*,0.00380790788322993,0.911788734741697,-0.0881010161873749
Chr1,24483189,24483289,*,0.00381097763386524,0.911788734741697,-0.159634184536537
Chr2,9846282,9846382,*,0.0038109868089237,0.911788734741697,0.150811964511761
Chr5,21033733,21033833,*,0.00381688116027811,0.911788734741697,-0.388938996976483
Chr5,9172214,9172314,*,0.00384671417190665,0.911788734741697,0.347563012774474
Chr2,8436812,8436912,*,0.00384831244865373,0.911788734741697,-0.276138164830796
Chr1,4538594,4538694,*,0.00385252858608104,0.911788734741697,-0.140476198595635
Chr3,5005347,5005447,*,0.00385435446679687,0.911788734741697,0.0784840786248012
Chr5,2168523,2168623,*,0.00386607978329614,0.911788734741697,-0.282484465184098
Chr4,9375851,9375951,*,0.00387535148351541,0.911788734741697,0.0585290770514421
Chr1,18037892,18037992,*,0.00387700711549235,0.911788734741697,-0.388510768203819
Chr5,16660234,16660334,*,0.00388557878140464,0.911788734741697,-0.253663643928475
Chr2,4589906,4590006,*,0.0038856872437647,0.911788734741697,0.180518651364996
Chr5,6644653,6644753,*,0.00388639336909572,0.911788734741697,0.0930734543298968
Chr5,18941504,18941604,*,0.00389677333589449,0.911788734741697,-0.372592199727814
Chr2,24306923,24307023,*,0.00389871745416811,0.911788734741697,0.30171736498156
Chr2,21126997,21127097,*,0.00390429734376098,0.911788734741697,-0.111354364480435
Chr1,22591558,22591658,*,0.00390881788893068,0.911788734741697,0.152609488180001
Chr3,5318934,5319034,*,0.00390897588242372,0.911788734741697,0.0929640219745167
Chr2,6431590,6431690,*,0.00390913183428151,0.911788734741697,-0.0916910605973203
Chr2,29916160,29916260,*,0.00391103447650211,0.911788734741697,-0.202935832498794
Chr2,3952201,3952301,*,0.00391148272087448,0.911788734741697,-0.243514713890124
Chr3,9074815,9074915,*,0.0039311610950651,0.911788734741697,-0.0588522441891745
Chr5,7186046,7186146,*,0.00393558954068676,0.911788734741697,0.476371753324118
Chr5,21787924,21788024,*,0.00394286570083921,0.911788734741697,-0.286406592718287
Chr4,3362053,3362153,*,0.0039470586085305,0.911788734741697,-0.143663718863174
Chr4,7540340,7540440,*,0.00394746074727552,0.911788734741697,-0.108031972542827
Chr3,8858180,8858280,*,0.00395459394552141,0.911788734741697,0.107681406919275
Chr3,2384815,2384915,*,0.00395589268265617,0.911788734741697,-0.146624378661514
Chr5,22580618,22580718,*,0.00395651082512655,0.911788734741697,0.101928820945842
Chr5,44295,44395,*,0.00395748490054207,0.911788734741697,-0.278049109072074
Chr4,25064072,25064172,*,0.00395890664926824,0.911788734741697,0.100321598749402
Chr2,26877641,26877741,*,0.00396962981498262,0.911788734741697,0.109857441383766
Chr1,4940844,4940944,*,0.00398341429481742,0.911788734741697,0.180456118762973
Chr3,13973285,13973385,*,0.00398395538754833,0.911788734741697,-0.177393967887323
Chr5,18586144,18586244,*,0.00399743713802593,0.911788734741697,0.144120901444465
Chr1,3172807,3172907,*,0.00400852504784535,0.911788734741697,0.0733765418995388
Chr2,14798709,14798809,*,0.00402370793606815,0.911788734741697,0.114706275898135
Chr3,13137089,13137189,*,0.00402727753470755,0.911788734741697,-0.295899615429053
Chr2,149019,149119,*,0.00402869982537256,0.911788734741697,0.135726596707599
Chr2,6984757,6984857,*,0.00403326173903817,0.911788734741697,0.0917908117747883
Chr1,26157864,26157964,*,0.00403768854685638,0.911788734741697,0.114574150571702
Chr5,6355862,6355962,*,0.00404536893572921,0.911788734741697,-0.13384558232882
Chr2,23742402,23742502,*,0.00404878456430904,0.911788734741697,0.109070626794635
Chr2,19677648,19677748,*,0.00404994197068004,0.911788734741697,0.14871054172033
Chr3,18637624,18637724,*,0.00405018144471457,0.911788734741697,0.147519979953838
Chr3,2296331,2296431,*,0.00405364755828896,0.911788734741697,-0.17498953951429
Chr1,15272274,15272374,*,0.00405402899266852,0.911788734741697,-0.332379985544821
Chr1,25760623,25760723,*,0.00405854634454457,0.911788734741697,0.371888140346782
Chr3,9419641,9419741,*,0.00405950311030856,0.911788734741697,0.242301438811275
Chr4,21067758,21067858,*,0.00406347450537018,0.911788734741697,-0.0697122064059865
Chr1,17659573,17659673,*,0.00406545512441268,0.911788734741697,0.116611653060071
Chr4,28303043,28303143,*,0.00406795127012469,0.911788734741697,-0.094371460726402
Chr5,18481607,18481707,*,0.00406855972116951,0.911788734741697,0.0680145793698014
Chr2,25833536,25833636,*,0.00406949658132108,0.911788734741697,0.154817321621598
Chr1,19990254,19990354,*,0.00407214910828651,0.911788734741697,0.0612389053769199
Chr1,27367917,27368017,*,0.0040737109219004,0.911788734741697,0.294316583580606
Chr2,12161985,12162085,*,0.00408393657065585,0.911788734741697,-0.0823586123309125
Chr5,16279549,16279649,*,0.00408614343430794,0.911788734741697,-0.0865409932533648
Chr5,15208351,15208451,*,0.00409055478336987,0.911788734741697,0.165624162265123
Chr5,18261563,18261663,*,0.00409262927807585,0.911788734741697,-0.166835109593493
Chr1,28486255,28486355,*,0.00409599734823195,0.911788734741697,-0.102484400985617
Chr1,12297481,12297581,*,0.00409987677399267,0.911788734741697,-0.205182822818743
Chr3,18070810,18070910,*,0.00410519594660165,0.911788734741697,-0.110594468747014
Chr1,29692681,29692781,*,0.00410757497793757,0.911788734741697,0.147094833480965
Chr1,23649079,23649179,*,0.00410866624059568,0.911788734741697,0.387946837436558
Chr4,12047903,12048003,*,0.00411958558687777,0.911788734741697,0.250683583458482
Chr2,4359601,4359701,*,0.00414654798970586,0.911788734741697,-0.51213771360375
Chr5,9437266,9437366,*,0.00414779017639039,0.911788734741697,-0.373397338625964
Chr2,14963308,14963408,*,0.004150308432146,0.911788734741697,-0.181024930013401
